Posicao,acao,PL,cotacao,PVP,PSR,DY,PAtivo,PCapGiro,PEBIT,PACL,EVEBIT,EVEBITDA,MrgEbit,MrgLiq,LiqCorr,ROIC,ROE,Liq2meses,PatLiq,DivBrutPat,Cresc5anos
449,RADL3,47.92,21.57,7.64,1.610,0.004,2.542,16.32,28.21,-15.42,29.23,14.94,0.0571,0.0341,1.45,0.1141,0.1594,144690000.00,4665460000.00,0.33,0.1596
450,WEGE3,49.68,38.89,13.64,7.956,0.0105,7.624,24.79,40.07,33.30,39.50,35.27,0.1986,0.1631,1.89,0.2592,0.2745,325779000.00,11966800000.00,0.13,0.2179
451,STBP3,54.15,6.29,2.47,4.617,0.00,1.200,5.90,28.52,-5.40,24.90,13.16,0.1619,0.0853,3.28,0.057,0.0457,29620500.00,2192350000.00,0.19,0.0769
452,AALR3,58.08,14.45,1.41,1.525,0.00,0.649,17.18,16.52,-2.13,22.01,10.09,0.0923,0.0329,1.20,0.0442,0.0243,15751200.00,1212180000.00,0.65,-0.0027
453,TOTS3,58.78,31.88,7.23,6.902,0.0082,2.588,43.56,16.92,-11.54,17.57,14.65,0.4078,0.1174,1.17,0.1815,0.1229,149124000.00,2723210000.00,0.68,0.0593
454,POWE3,59.38,12.38,1.21,0.921,0.0043,0.471,1.71,20.11,4.70,10.20,9.50,0.0458,0.0218,1.64,0.034,0.0203,6047340.00,920162000.00,0.04,0.00
455,ALPA3,74.06,37.60,6.98,5.621,0.00,4.364,15.84,27.49,25.61,26.72,22.46,0.2045,0.0739,2.07,0.2122,0.0942,115497.00,3167770000.00,0.08,-0.0059
456,HAPV3,75.94,11.61,4.24,4.951,0.0048,2.611,41.25,55.36,-15.63,54.87,26.66,0.0894,0.0656,1.41,0.0558,0.0558,227834000.00,10661800000.00,0.20,0.3635
457,AGXY3,83.54,7.63,1.32,0.301,0.00,0.289,11.21,15.03,-7.75,24.19,14.28,0.02,0.0031,1.04,0.0338,0.0158,1186010.00,988804000.00,1.10,0.00
458,RDOR3,85.33,60.88,7.71,6.832,0.0224,2.485,6.58,32.90,-12.51,35.47,27.93,0.2076,0.0856,5.10,0.1109,0.0904,361921000.00,15868200000.00,1.52,0.3858
459,ALPA4,85.98,43.65,8.10,6.526,0.00,5.066,18.39,31.92,29.73,31.14,26.18,0.2045,0.0739,2.07,0.2122,0.0942,127558000.00,3167770000.00,0.08,-0.0059
460,NTCO3,86.12,39.88,2.09,1.329,0.00,0.939,11.28,20.44,-4.26,22.72,11.17,0.065,0.0152,1.34,0.0605,0.0243,307456000.00,26311000000.00,0.54,0.00
461,BOAS3,88.87,10.49,2.95,8.268,0.002,2.258,4.28,42.82,6.19,33.53,14.84,0.1931,0.093,8.24,0.1195,0.0332,12694500.00,1887130000.00,0.07,0.0392
462,LREN3,91.96,32.05,3.08,3.223,0.0119,1.536,3.77,25.16,11.04,23.21,13.37,0.1281,0.0351,2.74,0.0954,0.0335,331421000.00,9341830000.00,0.36,0.0591
463,MERC3,93.57,27.00,1.96,0.000,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0209,1056.26,248128000.00,0.00,-0.3422
464,MGLU3,106.32,12.42,11.41,2.326,0.0033,3.307,18.10,71.88,-45.86,72.38,44.12,0.0324,0.0219,1.40,0.0765,0.1073,623767000.00,7265610000.00,0.32,0.3356
465,PETZ3,123.42,19.54,13.81,4.327,0.0026,3.980,58.89,48.47,-12.53,49.12,24.30,0.0893,0.0351,1.21,0.1106,0.1119,147735000.00,557706000.00,0.66,0.00
466,ANIM3,126.96,7.48,1.18,1.747,0.00,0.296,-42.45,10.93,-0.49,26.43,15.15,0.1599,0.0149,0.95,0.0294,0.0093,25809300.00,2563930000.00,1.92,0.1388
467,SOMA3,133.42,14.88,6.73,7.203,0.00,4.562,12.12,88.32,20.09,88.00,48.63,0.0816,0.054,3.18,0.066,0.0505,76263600.00,1734690000.00,0.18,0.00
468,RCSL4,144.68,1.37,-2.31,2.295,0.00,1.686,29.54,53.91,-1.38,52.21,36.36,0.0426,0.0159,1.13,0.0336,-0.0159,2926820.00,-45030000.00,-0.00,7.877
469,GNDI3,146.39,65.74,5.62,3.484,0.0043,2.316,52.87,49.75,-6.56,51.61,35.65,0.07,0.0238,1.23,0.0539,0.0384,264208000.00,7201060000.00,0.52,0.277
470,SQIA3,150.75,16.35,3.24,5.368,0.001,2.008,13.87,74.64,-18.32,75.46,28.20,0.0719,0.0385,2.16,0.0345,0.0215,25645600.00,443333000.00,0.38,0.2387
471,CEAB3,160.57,6.15,0.73,0.398,0.00,0.272,1.44,-11.22,-1.28,-14.00,6.43,-0.0355,0.0025,1.83,-0.0323,0.0046,21935700.00,2589800000.00,0.52,0.1225
472,SEQL3,212.08,14.15,3.28,1.498,0.00,1.028,14.88,94.34,-3.03,113.12,19.00,0.0159,0.0071,1.25,0.0138,0.0155,30050300.00,600872000.00,1.14,0.00
473,AESB3,241.63,11.39,3.12,9.984,0.0164,0.546,14.75,43.95,-0.91,81.18,81.18,0.2271,0.0413,1.35,0.0142,0.0129,30292900.00,1797110000.00,3.23,0.00
474,RCSL3,432.97,4.10,-6.90,6.867,0.00,5.044,88.39,161.33,-4.13,159.63,111.17,0.0426,0.0159,1.13,0.0336,-0.0159,23748600.00,-45030000.00,-0.00,7.877
475,CASH3,701.20,3.91,8.94,17.926,0.0015,7.318,14.93,481.84,18.16,452.16,351.43,0.0372,0.0256,9.54,0.0283,0.0127,307746000.00,351577000.00,0.00,0.00
476,LWSA3,994.13,20.18,4.02,19.454,0.0013,2.949,6.48,274.69,9.32,233.88,91.27,0.0708,0.0196,4.54,0.0204,0.004,137070000.00,2957250000.00,0.04,0.4258
477,BIDI3,1254.98,13.09,3.91,0.000,0.0011,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0031,26480700.00,8637480000.00,0.00,0.3531
478,BIDI11,1282.78,40.14,3.99,0.000,0.0011,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0031,421583000.00,8637480000.00,0.00,0.3531
479,BIDI4,1303.87,13.60,4.06,0.000,0.0011,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0031,138537000.00,8637480000.00,0.00,0.3531
